year,iso3,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE,ALL,donor_only,recip_only,location_name,net_donor,net_recip
1991,"MWI",0,0,0,0,0,0,0,0,0,-4995.906,-5989.346,0,0,-8.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10210.06,-13913.76,0,0,0,0,0,0,0,0,0,0,0,0,0,-15360.3,0,0,-100,0,0,0,0,0,0,0,0,-550.08,0,-660,0,0,-4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,-14883.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2140,-7454.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17463.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83692.37,0,0,0,0,0,0,0,0,0,0,-181876.8,0,0,"Malawi",0,1
1992,"MWI",0,0,0,0,0,0,0,0,0,-1500,-33.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15642.99,-6944,0,0,0,0,0,0,0,0,0,0,0,0,0,-1650,0,0,-1096.85,0,0,0,0,0,0,0,0,-974.851,0,0,0,0,-8510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1223.825,0,0,-7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16943.81,-450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9924.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-148295.3,0,0,0,0,0,0,0,0,0,0,-221089,0,0,"Malawi",0,1
1993,"MWI",0,0,0,0,0,0,0,0,0,-1505,0,0,0,-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2423.6,-768,0,0,0,0,0,0,0,0,0,0,0,0,0,-9010.45,0,0,0,0,0,0,0,0,0,0,0,0,0,-6852.865,0,0,-23615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-853.67,0,0,-7574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13743.71,-1327.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4376,0,0,0,0,0,0,0,0,0,0,0,0,-7317,0,0,0,0,-263476,0,0,0,0,0,0,0,0,0,0,-345842.3,0,0,"Malawi",0,1
1994,"MWI",0,0,0,0,0,0,0,0,0,0,-57.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16936.4,-1835,0,0,0,0,0,0,0,0,0,0,0,0,0,-20276.1,0,0,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,-6722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4031.25,-502.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14638.15,0,0,0,0,0,0,0,0,0,0,0,0,-14394,0,0,0,0,-1476,0,0,0,0,0,0,0,0,0,0,-82334.57,0,0,"Malawi",0,1
1995,"MWI",0,0,0,0,0,0,0,0,0,0,-96.5,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4981.15,-4332.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-17710.65,0,0,-1615.3,0,0,0,0,0,0,0,0,0,0,-2000,0,0,-53199.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1901.894,0,0,-5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4334,-1378.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89938.25,0,0,0,0,0,0,0,0,0,0,-192138.5,0,0,"Malawi",0,1
1996,"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9211.1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-10730.71,0,0,0,0,0,0,0,0,0,0,0,0,0,-1626.21,0,0,-6767.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,-6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9992.1,0,0,0,0,0,0,0,0,0,0,-52265.28,0,0,"Malawi",0,1
1997,"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1620,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-2095.078,0,0,-55.044,0,0,0,0,0,0,0,0,0,0,0,0,0,-464.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5138.022,0,0,"Malawi",0,1
1998,"MWI",0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14710.14,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-6504.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9487.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6213,0,0,-10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47840.14,0,0,"Malawi",0,1
1999,"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-843.01,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-5990.36,0,0,0,0,0,0,0,0,-370,0,0,-1462,0,-1186.3,0,0,-15647.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25552.45,0,0,"Malawi",0,1
2000,"MWI",0,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7675.47,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,-3616.74,0,0,-73.584,0,0,0,0,0,0,0,0,-83,0,-2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2477,0,0,0,0,0,0,0,-4917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11580,0,0,0,0,0,0,0,0,0,0,-36098.79,0,0,"Malawi",0,1
2001,"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6632,-53.008,0,0,0,0,0,0,0,0,0,0,0,0,0,-13329,0,0,0,0,0,0,0,0,-133,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1716,0,0,0,-15,-1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2396,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5291.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6430,0,0,0,0,0,0,0,-188,0,0,-38704.8,0,0,"Malawi",0,1
2002,"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-392.5,0,-2220,0,0,0,0,0,0,0,0,0,0,0,-8136,0,0,-128.772,0,0,0,0,0,0,0,0,-640.824,0,0,0,0,-1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2050,0,0,0,0,-2489.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3010.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-154154.1,0,0,0,0,0,0,0,0,0,0,-175118.9,0,0,"Malawi",0,1
2003,"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1614.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2446.34,0,0,-917.85,0,-1000,0,0,0,0,0,0,-194,0,-3366,0,0,-2525.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-729.36,0,0,0,0,-1479,0,0,-10949.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1928.825,-13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,0,-23520.27,0,0,0,0,0,0,0,0,0,0,-66342.48,0,0,"Malawi",0,1
2004,"MWI",0,0,0,0,0,0,0,0,0,-1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1914.48,-336,0,0,0,0,0,0,0,0,0,0,0,0,0,-74.295,0,0,-495.564,0,0,0,0,0,0,0,0,-746.5,0,-51,0,0,-511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-937.899,0,0,0,-14,0,0,0,-2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2314.764,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-438.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22003.19,0,0,0,0,0,0,0,-469,0,0,-34519.19,0,0,"Malawi",0,1
2005,"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2858.85,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,-2679,0,0,0,0,0,0,0,0,0,0,0,-1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1219,0,0,-1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1624.32,-1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3723.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47869.52,0,0,0,0,0,0,0,0,0,0,-65267.39,0,0,"Malawi",0,1
2006,"MWI",0,0,0,0,0,0,0,0,0,-62,-782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,-116,0,0,0,0,0,0,0,0,0,0,0,0,0,-1980,0,0,-817.048,0,-10500,0,0,0,0,0,0,-488,0,0,0,0,-82155,0,0,0,0,0,0,-31.426,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,-24,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-241,-2084.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-131.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67182.12,0,0,0,0,0,0,0,0,0,0,-166931.9,0,0,"Malawi",0,1
2007,"MWI",0,0,0,0,0,0,0,0,0,-747,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-577.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2587.291,0,0,-3460,0,0,0,0,0,0,0,0,-1974,0,0,0,0,-15368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-469.292,0,0,-2781,0,-1588,0,0,-9178,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,-340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1269,-1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1631.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29559.07,0,0,0,0,0,0,0,0,0,0,-73460.64,0,0,"Malawi",0,1
2008,"MWI",0,0,0,0,0,0,0,0,0,0,-209.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1432.16,0,0,-317,0,0,0,0,0,-3362.99,0,0,-2141,0,0,0,0,0,0,0,0,0,0,0,-391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-349,0,-1443,0,0,-6972.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4585.108,-180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3536.81,0,0,0,0,0,0,0,0,0,0,0,0,-111.5,-1162,4984,0,0,0,0,0,0,0,0,0,0,-205,0,0,0,0,0,-39265.28,0,0,0,0,0,0,0,0,0,0,-62400.07,0,0,"Malawi",0,1
2009,"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-450,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,-3715,0,0,0,0,0,0,0,0,-1191,0,0,-31,0,0,0,0,0,0,0,0,0,0,0,-391,0,0,0,0,0,0,0,0,0,0,0,-1231,0,0,0,0,0,0,0,-5942.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3290.344,-2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7527.3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53692.96,0,0,0,0,0,0,0,0,0,0,-81413.02,0,0,"Malawi",0,1
2010,"MWI",0,0,0,0,0,0,0,0,0,0,-430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1069.5,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1838.8,0,0,0,0,0,0,0,0,-3070,0,0,-131,0,0,0,0,0,0,0,0,0,0,0,-180,0,0,0,0,0,0,0,0,0,0,0,-400,0,0,-217,0,-214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4862.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27859.76,0,0,0,0,0,0,0,0,0,0,-40489.11,0,0,"Malawi",0,1
2011,"MWI",0,0,0,0,0,0,0,0,0,-43.35,0,0,0,-1507.2,0,0,0,0,0,0,0,0,0,-340,0,0,0,0,-867.475,-6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1401,0,0,-26.425,0,0,0,0,-1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1298,0,0,0,0,-141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-630.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1759.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48275.69,0,0,0,0,0,0,0,0,0,0,-57604.74,0,0,"Malawi",0,1
2012,"MWI",0,0,0,0,0,0,0,0,0,-350.88,0,0,0,-457.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-372.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-392.78,0,0,0,0,0,0,0,0,0,0,0,0,0,-1619.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-891.287,0,0,-23.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50893.91,0,0,0,0,0,0,0,0,0,0,-55089.9,0,0,"Malawi",0,1
1988,"MYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.36,0,0,"Malaysia",1,0
1989,"MYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malaysia",0,0
1990,"MYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-436,0,0,"Malaysia",0,1
1991,"MYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malaysia",0,0
1992,"MYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4055,0,0,"Malaysia",0,1
1993,"MYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malaysia",0,0
1994,"MYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malaysia",0,0
1995,"MYS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malaysia",0,0
